src_port,ground_truth,sampled,scaled
10620,1000,3,300
10443,1000,3,300
10717,1000,3,300
10860,1000,1,100
10090,1000,6,600
10455,1000,4,400
10572,1000,8,800
10647,1000,6,600
10886,1000,2,200
10391,1000,3,300
10023,1000,4,400
10608,1000,4,400
10495,1000,4,400
10286,1000,10,1000
10402,1000,11,1100
10487,1000,4,400
10095,1000,5,500
10906,1000,6,600
10763,1000,11,1100
10842,1000,6,600
10732,1000,12,1200
10180,1000,8,800
10454,1000,8,800
10649,1000,7,700
10387,1000,5,500
10770,1000,3,300
10509,1000,10,1000
10828,1000,4,400
10531,1000,8,800
10844,1000,11,1100
10815,1000,6,600
10494,1000,12,1200
10941,1000,8,800
10394,1000,5,500
10166,1000,12,1200
10333,1000,9,900
10903,1000,10,1000
10339,1000,9,900
10676,1000,11,1100
10909,1000,5,500
10588,1000,8,800
10103,1000,8,800
10544,1000,7,700
10490,1000,6,600
10586,1000,6,600
10948,1000,17,1700
10756,1000,8,800
10952,1000,5,500
10782,1000,7,700
10914,1000,10,1000
10404,1000,7,700
10130,1000,7,700
10502,1000,7,700
10942,1000,12,1200
10379,1000,9,900
10022,1000,5,500
10519,1000,7,700
10750,1000,7,700
10165,1000,11,1100
10768,1000,6,600
10966,1000,7,700
10488,1000,6,600
10594,1000,3,300
10442,1000,7,700
10082,1000,6,600
10088,1000,11,1100
10024,1000,6,600
10268,1000,11,1100
10378,1000,7,700
10325,1000,4,400
10156,1000,10,1000
10775,1000,10,1000
10691,1000,9,900
10804,1000,7,700
10321,1000,6,600
10374,1000,5,500
10296,1000,4,400
10630,1000,8,800
10044,1000,8,800
10158,1000,9,900
10609,1000,9,900
10743,1000,6,600
10964,1000,8,800
10154,1000,12,1200
10251,1000,8,800
10703,1000,4,400
10634,1000,10,1000
10200,1000,4,400
10862,1000,6,600
10590,1000,7,700
10891,1000,11,1100
10259,1000,10,1000
10470,1000,9,900
10345,1000,5,500
10885,1000,5,500
10000,1000,7,700
10536,1000,10,1000
10189,1000,8,800
10081,1000,6,600
10928,1000,14,1400
10168,1000,10,1000
10911,1000,6,600
10680,1000,6,600
10017,1000,9,900
10687,1000,7,700
10085,1000,8,800
