src_port,ground_truth,sampled,scaled
10865,10000,112,11200
10556,10000,82,8200
10307,10000,99,9900
10543,10000,90,9000
10923,10000,96,9600
10673,10000,90,9000
10121,10000,94,9400
10917,10000,99,9900
10023,10000,122,12200
10225,10000,115,11500
10630,10000,101,10100
10286,10000,94,9400
10966,10000,105,10500
10441,10000,104,10400
10624,10000,88,8800
10765,10000,98,9800
10295,10000,112,11200
10693,10000,88,8800
10929,10000,93,9300
10892,10000,99,9900
10958,10000,101,10100
10125,10000,90,9000
10391,10000,117,11700
10262,10000,92,9200
10452,10000,111,11100
10825,10000,82,8200
10981,10000,107,10700
10580,10000,95,9500
10098,10000,115,11500
10378,10000,87,8700
10475,10000,110,11000
10505,10000,87,8700
10195,10000,75,7500
10537,10000,87,8700
10218,10000,105,10500
10006,10000,97,9700
10299,10000,103,10300
10672,10000,100,10000
10037,10000,96,9600
10258,10000,108,10800
10233,10000,95,9500
10304,10000,107,10700
10431,10000,89,8900
10246,10000,88,8800
10914,10000,115,11500
10285,10000,87,8700
10040,10000,121,12100
10150,10000,96,9600
10240,10000,91,9100
10418,10000,104,10400
10007,10000,107,10700
10501,10000,98,9800
10919,10000,90,9000
10594,10000,99,9900
10745,10000,95,9500
10459,10000,114,11400
10811,10000,111,11100
10741,10000,98,9800
10835,10000,108,10800
10339,10000,104,10400
10419,10000,94,9400
10590,10000,98,9800
10733,10000,99,9900
10990,10000,99,9900
10774,10000,86,8600
10399,10000,94,9400
10045,10000,94,9400
10853,10000,95,9500
10179,10000,97,9700
10314,10000,99,9900
10003,10000,95,9500
10634,10000,96,9600
10265,10000,92,9200
10560,10000,82,8200
10337,10000,88,8800
10587,10000,98,9800
10088,10000,89,8900
10718,10000,106,10600
10665,10000,107,10700
10454,10000,98,9800
10855,10000,85,8500
10918,10000,94,9400
10983,10000,113,11300
10039,10000,109,10900
10964,10000,98,9800
10462,10000,99,9900
10687,10000,99,9900
10176,10000,92,9200
10719,10000,99,9900
10689,10000,86,8600
10326,10000,90,9000
10941,10000,122,12200
10867,10000,104,10400
10682,10000,97,9700
10513,10000,105,10500
10716,10000,104,10400
10099,10000,106,10600
10100,10000,112,11200
10210,10000,103,10300
10413,10000,106,10600
10984,10000,107,10700
10584,10000,101,10100
10160,10000,114,11400
10329,10000,95,9500
10051,10000,106,10600
10694,10000,92,9200
10410,10000,105,10500
10636,10000,109,10900
10845,10000,86,8600
10421,10000,108,10800
10992,10000,107,10700
10480,10000,99,9900
10800,10000,98,9800
10708,10000,108,10800
10637,10000,106,10600
10793,10000,97,9700
10256,10000,119,11900
10078,10000,92,9200
10806,10000,102,10200
10114,10000,98,9800
10831,10000,108,10800
10925,10000,109,10900
10047,10000,92,9200
10276,10000,103,10300
10084,10000,123,12300
10571,10000,99,9900
10703,10000,106,10600
10971,10000,93,9300
10496,10000,83,8300
10144,10000,97,9700
10552,10000,97,9700
10734,10000,127,12700
10267,10000,101,10100
10686,10000,103,10300
10504,10000,105,10500
10712,10000,117,11700
10762,10000,103,10300
10627,10000,109,10900
10244,10000,117,11700
10910,10000,88,8800
10656,10000,109,10900
10612,10000,102,10200
10903,10000,116,11600
10589,10000,94,9400
10166,10000,103,10300
10041,10000,98,9800
10946,10000,99,9900
10234,10000,95,9500
10422,10000,109,10900
10403,10000,107,10700
10429,10000,87,8700
10457,10000,114,11400
10695,10000,87,8700
10891,10000,88,8800
10009,10000,92,9200
10330,10000,117,11700
10426,10000,109,10900
10544,10000,89,8900
10021,10000,114,11400
10986,10000,94,9400
10221,10000,97,9700
10688,10000,90,9000
10593,10000,92,9200
10730,10000,110,11000
10876,10000,101,10100
10517,10000,113,11300
10082,10000,91,9100
10908,10000,91,9100
10274,10000,99,9900
10749,10000,97,9700
10248,10000,104,10400
10271,10000,103,10300
10613,10000,101,10100
10182,10000,96,9600
10632,10000,95,9500
10226,10000,114,11400
10435,10000,83,8300
10794,10000,103,10300
10254,10000,105,10500
10898,10000,92,9200
10107,10000,94,9400
10376,10000,90,9000
10467,10000,103,10300
10546,10000,114,11400
10651,10000,91,9100
10005,10000,83,8300
10832,10000,91,9100
10029,10000,104,10400
10031,10000,104,10400
10187,10000,115,11500
10287,10000,83,8300
10048,10000,96,9600
10529,10000,106,10600
10621,10000,116,11600
10928,10000,95,9500
10857,10000,77,7700
10982,10000,98,9800
10389,10000,87,8700
10525,10000,104,10400
10163,10000,100,10000
10086,10000,92,9200
10117,10000,96,9600
10938,10000,95,9500
10189,10000,100,10000
10564,10000,98,9800
10493,10000,99,9900
10844,10000,91,9100
10022,10000,107,10700
10250,10000,100,10000
10444,10000,92,9200
10646,10000,98,9800
10050,10000,97,9700
10044,10000,102,10200
10136,10000,111,11100
10317,10000,106,10600
10698,10000,113,11300
10644,10000,86,8600
10494,10000,95,9500
10691,10000,95,9500
10032,10000,116,11600
10798,10000,95,9500
10013,10000,92,9200
10002,10000,94,9400
10071,10000,96,9600
10677,10000,106,10600
10722,10000,98,9800
10469,10000,98,9800
10500,10000,100,10000
10531,10000,94,9400
10236,10000,107,10700
10617,10000,102,10200
10937,10000,101,10100
10396,10000,110,11000
10227,10000,109,10900
10715,10000,91,9100
10411,10000,87,8700
10669,10000,97,9700
10558,10000,107,10700
10940,10000,93,9300
10978,10000,99,9900
10270,10000,83,8300
10284,10000,101,10100
10959,10000,93,9300
10631,10000,115,11500
10731,10000,103,10300
10826,10000,101,10100
10889,10000,118,11800
10056,10000,91,9100
10004,10000,94,9400
10819,10000,111,11100
10363,10000,99,9900
10046,10000,84,8400
10143,10000,91,9100
10324,10000,98,9800
10194,10000,98,9800
10466,10000,114,11400
10599,10000,87,8700
10775,10000,100,10000
10868,10000,106,10600
10069,10000,118,11800
10348,10000,109,10900
10432,10000,105,10500
10767,10000,104,10400
10619,10000,102,10200
10961,10000,103,10300
10508,10000,94,9400
10281,10000,98,9800
10476,10000,102,10200
10060,10000,102,10200
10066,10000,84,8400
10420,10000,103,10300
10438,10000,91,9100
10788,10000,94,9400
10057,10000,97,9700
10140,10000,94,9400
10104,10000,107,10700
10535,10000,102,10200
10760,10000,104,10400
10068,10000,96,9600
10354,10000,108,10800
10123,10000,109,10900
10446,10000,100,10000
10601,10000,108,10800
10779,10000,105,10500
10015,10000,99,9900
10943,10000,101,10100
10146,10000,77,7700
10190,10000,107,10700
10569,10000,82,8200
10443,10000,84,8400
10294,10000,102,10200
10559,10000,114,11400
10671,10000,93,9300
10721,10000,107,10700
10241,10000,99,9900
10152,10000,98,9800
10470,10000,98,9800
10957,10000,100,10000
10269,10000,105,10500
10554,10000,95,9500
10609,10000,104,10400
10275,10000,102,10200
10357,10000,91,9100
10364,10000,117,11700
10430,10000,102,10200
10028,10000,121,12100
10770,10000,95,9500
10036,10000,100,10000
10101,10000,106,10600
10131,10000,87,8700
10238,10000,98,9800
10380,10000,77,7700
10456,10000,99,9900
10600,10000,91,9100
10678,10000,90,9000
10829,10000,104,10400
10904,10000,86,8600
10954,10000,117,11700
10433,10000,90,9000
10257,10000,114,11400
10509,10000,85,8500
10012,10000,105,10500
10219,10000,101,10100
10539,10000,96,9600
10683,10000,86,8600
10726,10000,94,9400
10922,10000,87,8700
10185,10000,115,11500
10360,10000,98,9800
10838,10000,88,8800
10827,10000,92,9200
10170,10000,109,10900
10458,10000,101,10100
10541,10000,100,10000
10572,10000,94,9400
10717,10000,100,10000
10035,10000,85,8500
10203,10000,94,9400
10273,10000,107,10700
10381,10000,87,8700
10643,10000,84,8400
10684,10000,103,10300
10783,10000,105,10500
10905,10000,100,10000
10134,10000,88,8800
10030,10000,106,10600
10796,10000,116,11600
10859,10000,109,10900
10075,10000,99,9900
10401,10000,103,10300
10120,10000,112,11200
10606,10000,99,9900
10974,10000,100,10000
10268,10000,103,10300
10666,10000,77,7700
10172,10000,97,9700
10607,10000,95,9500
10766,10000,101,10100
10858,10000,97,9700
10512,10000,99,9900
10197,10000,113,11300
10223,10000,106,10600
10312,10000,97,9700
10608,10000,108,10800
10680,10000,89,8900
10792,10000,81,8100
10674,10000,112,11200
10823,10000,105,10500
10812,10000,92,9200
10851,10000,116,11600
10955,10000,93,9300
10106,10000,105,10500
10127,10000,99,9900
10153,10000,91,9100
10350,10000,117,11700
10542,10000,97,9700
10893,10000,90,9000
10657,10000,105,10500
10092,10000,103,10300
10442,10000,109,10900
10647,10000,118,11800
10053,10000,95,9500
10224,10000,112,11200
10322,10000,105,10500
10676,10000,92,9200
10850,10000,92,9200
10763,10000,94,9400
10862,10000,113,11300
10279,10000,104,10400
10746,10000,94,9400
10776,10000,92,9200
10953,10000,93,9300
10097,10000,103,10300
10151,10000,81,8100
10283,10000,125,12500
10739,10000,113,11300
10747,10000,103,10300
10000,10000,113,11300
10063,10000,92,9200
10108,10000,90,9000
10335,10000,93,9300
10351,10000,98,9800
10648,10000,122,12200
10578,10000,93,9300
10710,10000,92,9200
10744,10000,97,9700
10926,10000,105,10500
10947,10000,99,9900
10017,10000,103,10300
10094,10000,117,11700
10455,10000,102,10200
10481,10000,117,11700
10894,10000,100,10000
10895,10000,90,9000
10191,10000,89,8900
10206,10000,96,9600
10264,10000,87,8700
10773,10000,106,10600
10628,10000,105,10500
10899,10000,84,8400
10200,10000,93,9300
10488,10000,94,9400
10816,10000,93,9300
10112,10000,109,10900
10215,10000,99,9900
10728,10000,115,11500
10852,10000,88,8800
10987,10000,104,10400
10130,10000,99,9900
10249,10000,103,10300
10288,10000,121,12100
10463,10000,108,10800
10888,10000,93,9300
10510,10000,102,10200
10095,10000,98,9800
10158,10000,106,10600
10167,10000,94,9400
10181,10000,87,8700
10428,10000,112,11200
10577,10000,107,10700
10635,10000,98,9800
10070,10000,79,7900
10939,10000,107,10700
10178,10000,96,9600
10184,10000,97,9700
10402,10000,128,12800
10761,10000,109,10900
10890,10000,103,10300
10059,10000,92,9200
10611,10000,83,8300
10900,10000,98,9800
10960,10000,105,10500
10318,10000,105,10500
10460,10000,101,10100
10499,10000,102,10200
10620,10000,110,11000
10126,10000,106,10600
10685,10000,85,8500
10417,10000,90,9000
10486,10000,95,9500
10662,10000,104,10400
10932,10000,106,10600
10854,10000,107,10700
10212,10000,116,11600
10346,10000,116,11600
10518,10000,109,10900
10772,10000,110,11000
10306,10000,118,11800
10424,10000,87,8700
10699,10000,110,11000
10754,10000,110,11000
10820,10000,91,9100
10879,10000,93,9300
10921,10000,89,8900
10156,10000,117,11700
10216,10000,101,10100
10405,10000,93,9300
10473,10000,118,11800
10515,10000,93,9300
10841,10000,95,9500
10878,10000,93,9300
10975,10000,96,9600
10338,10000,104,10400
10638,10000,99,9900
10985,10000,98,9800
10735,10000,99,9900
10186,10000,107,10700
10866,10000,93,9300
10980,10000,108,10800
10994,10000,97,9700
10165,10000,107,10700
10998,10000,110,11000
10382,10000,96,9600
10514,10000,103,10300
10242,10000,95,9500
10623,10000,107,10700
10795,10000,105,10500
10927,10000,95,9500
10727,10000,97,9700
10388,10000,112,11200
10565,10000,84,8400
10970,10000,104,10400
10498,10000,116,11600
10093,10000,110,11000
10293,10000,101,10100
10142,10000,91,9100
10358,10000,95,9500
10801,10000,93,9300
10083,10000,94,9400
10177,10000,107,10700
10214,10000,89,8900
10222,10000,121,12100
10313,10000,94,9400
10415,10000,91,9100
10461,10000,98,9800
10471,10000,109,10900
10791,10000,101,10100
10881,10000,94,9400
10948,10000,89,8900
10969,10000,112,11200
10344,10000,106,10600
10368,10000,108,10800
10567,10000,96,9600
10618,10000,96,9600
10705,10000,96,9600
10133,10000,100,10000
10180,10000,102,10200
10209,10000,99,9900
10260,10000,113,11300
10465,10000,96,9600
10519,10000,113,11300
10711,10000,106,10600
10834,10000,104,10400
10848,10000,95,9500
10872,10000,121,12100
10906,10000,102,10200
10915,10000,107,10700
10331,10000,94,9400
10604,10000,100,10000
10663,10000,94,9400
10768,10000,93,9300
10778,10000,103,10300
10787,10000,90,9000
10789,10000,94,9400
10049,10000,87,8700
10077,10000,114,11400
10118,10000,115,11500
10161,10000,102,10200
10397,10000,105,10500
10425,10000,122,12200
10968,10000,106,10600
10989,10000,97,9700
10016,10000,108,10800
10089,10000,111,11100
10159,10000,98,9800
10292,10000,87,8700
10732,10000,100,10000
10103,10000,109,10900
10259,10000,107,10700
10296,10000,108,10800
10548,10000,118,11800
10566,10000,93,9300
10588,10000,107,10700
10738,10000,91,9100
10065,10000,111,11100
10080,10000,103,10300
10137,10000,99,9900
10301,10000,90,9000
10371,10000,97,9700
10366,10000,91,9100
10472,10000,107,10700
10521,10000,106,10600
10523,10000,107,10700
10061,10000,84,8400
10113,10000,118,11800
10173,10000,84,8400
10277,10000,116,11600
10280,10000,81,8100
10320,10000,93,9300
10436,10000,99,9900
10482,10000,89,8900
10533,10000,88,8800
10595,10000,97,9700
10658,10000,102,10200
10769,10000,87,8700
10837,10000,92,9200
10965,10000,101,10100
10026,10000,115,11500
10058,10000,110,11000
10298,10000,93,9300
10325,10000,89,8900
10345,10000,102,10200
10497,10000,102,10200
10526,10000,111,11100
10650,10000,101,10100
10864,10000,92,9200
10935,10000,114,11400
10139,10000,98,9800
10977,10000,123,12300
10217,10000,95,9500
10341,10000,112,11200
10372,10000,109,10900
10449,10000,114,11400
10610,10000,112,11200
10704,10000,103,10300
10799,10000,91,9100
10067,10000,97,9700
10109,10000,88,8800
10316,10000,94,9400
10450,10000,88,8800
10549,10000,106,10600
10575,10000,105,10500
10668,10000,105,10500
10697,10000,88,8800
10870,10000,111,11100
10963,10000,81,8100
10043,10000,78,7800
10073,10000,98,9800
10085,10000,99,9900
10229,10000,103,10300
10302,10000,101,10100
10334,10000,111,11100
10404,10000,108,10800
10507,10000,91,9100
10563,10000,107,10700
10813,10000,107,10700
10145,10000,101,10100
10129,10000,94,9400
10562,10000,111,11100
10615,10000,95,9500
10653,10000,94,9400
10933,10000,90,9000
10243,10000,111,11100
10532,10000,107,10700
10534,10000,93,9300
10639,10000,120,12000
10655,10000,91,9100
10681,10000,116,11600
10748,10000,105,10500
10847,10000,105,10500
10907,10000,87,8700
10001,10000,111,11100
10062,10000,108,10800
10149,10000,76,7600
10154,10000,83,8300
10377,10000,111,11100
10305,10000,101,10100
10524,10000,99,9900
10598,10000,92,9200
10759,10000,98,9800
10008,10000,102,10200
10025,10000,97,9700
10253,10000,95,9500
10474,10000,108,10800
10641,10000,92,9200
10808,10000,97,9700
10901,10000,95,9500
10912,10000,113,11300
10183,10000,97,9700
10261,10000,97,9700
10340,10000,101,10100
10390,10000,111,11100
10406,10000,121,12100
10412,10000,95,9500
10633,10000,106,10600
10817,10000,98,9800
10076,10000,85,8500
10135,10000,84,8400
10208,10000,118,11800
10198,10000,101,10100
10478,10000,101,10100
10487,10000,108,10800
10616,10000,70,7000
10661,10000,94,9400
10670,10000,103,10300
10877,10000,105,10500
10909,10000,79,7900
10934,10000,102,10200
10033,10000,87,8700
10157,10000,97,9700
10105,10000,98,9800
10205,10000,109,10900
10355,10000,109,10900
10440,10000,120,12000
10802,10000,97,9700
10171,10000,112,11200
10204,10000,109,10900
10585,10000,111,11100
10951,10000,110,11000
10034,10000,93,9300
10052,10000,108,10800
10379,10000,111,11100
10522,10000,93,9300
10557,10000,100,10000
10642,10000,102,10200
10871,10000,92,9200
10972,10000,103,10300
10148,10000,103,10300
10155,10000,105,10500
10520,10000,100,10000
10583,10000,91,9100
10576,10000,86,8600
10605,10000,90,9000
10700,10000,124,12400
10805,10000,93,9300
10810,10000,97,9700
10902,10000,109,10900
10138,10000,88,8800
10169,10000,107,10700
10207,10000,108,10800
10328,10000,88,8800
10375,10000,98,9800
10592,10000,130,13000
10707,10000,92,9200
10128,10000,83,8300
10201,10000,90,9000
10266,10000,116,11600
10303,10000,98,9800
10300,10000,90,9000
10408,10000,122,12200
10849,10000,92,9200
10885,10000,106,10600
10027,10000,107,10700
10251,10000,99,9900
10359,10000,105,10500
10484,10000,126,12600
10582,10000,108,10800
10690,10000,105,10500
10803,10000,103,10300
10880,10000,105,10500
10883,10000,95,9500
10996,10000,108,10800
10042,10000,96,9600
10064,10000,97,9700
10124,10000,108,10800
10074,10000,87,8700
10308,10000,101,10100
10640,10000,94,9400
10743,10000,104,10400
10211,10000,114,11400
10464,10000,89,8900
10506,10000,90,9000
10551,10000,109,10900
10603,10000,91,9100
10882,10000,101,10100
10289,10000,121,12100
10327,10000,103,10300
10398,10000,98,9800
10875,10000,106,10600
10807,10000,98,9800
10054,10000,94,9400
10833,10000,89,8900
10916,10000,112,11200
10352,10000,94,9400
10400,10000,116,11600
10434,10000,91,9100
10861,10000,114,11400
10809,10000,98,9800
10931,10000,97,9700
10979,10000,105,10500
10196,10000,105,10500
10323,10000,106,10600
10483,10000,89,8900
10490,10000,110,11000
10491,10000,97,9700
10502,10000,104,10400
10516,10000,116,11600
10622,10000,105,10500
10626,10000,91,9100
10785,10000,117,11700
10814,10000,106,10600
10952,10000,111,11100
10252,10000,118,11800
10315,10000,93,9300
10409,10000,109,10900
10573,10000,93,9300
10771,10000,106,10600
10840,10000,103,10300
10897,10000,84,8400
10164,10000,99,9900
10255,10000,92,9200
10282,10000,121,12100
10373,10000,101,10100
10574,10000,106,10600
10645,10000,85,8500
10696,10000,95,9500
10713,10000,102,10200
10119,10000,95,9500
10886,10000,96,9600
10132,10000,110,11000
10188,10000,103,10300
10220,10000,105,10500
10392,10000,98,9800
10561,10000,86,8600
10873,10000,111,11100
10310,10000,109,10900
10342,10000,100,10000
10781,10000,112,11200
10962,10000,103,10300
10110,10000,86,8600
10192,10000,104,10400
10263,10000,104,10400
10367,10000,86,8600
10369,10000,106,10600
10414,10000,86,8600
10675,10000,103,10300
10758,10000,83,8300
10780,10000,95,9500
10821,10000,102,10200
10784,10000,107,10700
10836,10000,100,10000
10997,10000,109,10900
10024,10000,96,9600
10111,10000,96,9600
10230,10000,104,10400
10272,10000,86,8600
10297,10000,106,10600
10365,10000,99,9900
10427,10000,109,10900
10790,10000,91,9100
10967,10000,92,9200
10102,10000,108,10800
10370,10000,94,9400
10387,10000,96,9600
10423,10000,102,10200
10724,10000,103,10300
10579,10000,97,9700
10752,10000,113,11300
10777,10000,80,8000
10797,10000,97,9700
10869,10000,86,8600
10913,10000,78,7800
10942,10000,103,10300
10945,10000,102,10200
10956,10000,96,9600
10343,10000,93,9300
10353,10000,109,10900
10362,10000,116,11600
10437,10000,105,10500
10591,10000,108,10800
10319,10000,90,9000
10235,10000,103,10300
10336,10000,99,9900
10447,10000,92,9200
10527,10000,112,11200
10614,10000,98,9800
10818,10000,101,10100
10920,10000,88,8800
10081,10000,106,10600
10239,10000,98,9800
10347,10000,114,11400
10384,10000,84,8400
10503,10000,116,11600
10528,10000,94,9400
10550,10000,105,10500
10596,10000,96,9600
10664,10000,91,9100
10701,10000,100,10000
10709,10000,126,12600
10723,10000,89,8900
10333,10000,115,11500
10511,10000,118,11800
10448,10000,79,7900
10555,10000,94,9400
10679,10000,98,9800
10824,10000,95,9500
10830,10000,85,8500
10874,10000,91,9100
10010,10000,109,10900
10038,10000,86,8600
10356,10000,120,12000
10361,10000,83,8300
10386,10000,108,10800
10479,10000,112,11200
10538,10000,107,10700
10553,10000,105,10500
10755,10000,120,12000
10667,10000,106,10600
10860,10000,92,9200
10896,10000,108,10800
